order_id,First Name,Last Name,Middle Initial,Gender,E-Mail,Phone No,City,County,cust_id,ref_num,category,price,quantity_ordered,total,payment_method,status,anomaly_score
100354679,Jason,Simoneau,G,M,jason.simoneau@gmail.com,7015226439,Grand Forks,Grand Forks,53620,650142,Women's Fashion,140.0,2,140.0,cod,canceled,1
100358823,Jason,Simoneau,G,M,jason.simoneau@gmail.com,7015226439,Grand Forks,Grand Forks,53620,650142,Appliances,199.0,2,199.0,cod,canceled,1
100359410,Jason,Simoneau,G,M,jason.simoneau@gmail.com,7015226439,Grand Forks,Grand Forks,53620,650142,Appliances,199.0,11,1990.0,cod,complete,-1
100359558,Jason,Simoneau,G,M,jason.simoneau@gmail.com,7015226439,Grand Forks,Grand Forks,53620,650142,Appliances,199.9,11,1999.0,cod,complete,-1
100354681,Grover,Bayless,X,M,grover.bayless@yahoo.com,8083803891,Laupahoehoe,Hawaii,56836,578084,Appliances,1099.9,2,1099.9,Easypay,canceled,1
100354682,Grover,Bayless,X,M,grover.bayless@yahoo.com,8083803891,Laupahoehoe,Hawaii,56836,578084,Appliances,1099.9,2,1099.9,Payaxis,canceled,1
100354684,Grover,Bayless,X,M,grover.bayless@yahoo.com,8083803891,Laupahoehoe,Hawaii,56836,578084,Appliances,1099.9,2,1099.9,Easypay,canceled,1
100356443,Grover,Bayless,X,M,grover.bayless@yahoo.com,8083803891,Laupahoehoe,Hawaii,56836,578084,Appliances,1099.9,2,1099.9,Easypay,canceled,1
100357608,Grover,Bayless,X,M,grover.bayless@yahoo.com,8083803891,Laupahoehoe,Hawaii,56836,578084,Appliances,1543.5,2,1543.5,Payaxis,canceled,1
100357611,Grover,Bayless,X,M,grover.bayless@yahoo.com,8083803891,Laupahoehoe,Hawaii,56836,578084,Appliances,1543.5,2,1543.5,Easypay,canceled,1
100357990,Grover,Bayless,X,M,grover.bayless@yahoo.com,8083803891,Laupahoehoe,Hawaii,56836,578084,Appliances,1543.5,2,1543.5,Payaxis,canceled,1
100358002,Grover,Bayless,X,M,grover.bayless@yahoo.com,8083803891,Laupahoehoe,Hawaii,56836,578084,Appliances,1543.5,2,1543.5,Easypay,canceled,1
100358330,Grover,Bayless,X,M,grover.bayless@yahoo.com,8083803891,Laupahoehoe,Hawaii,56836,578084,Appliances,1543.5,2,1543.5,Payaxis,canceled,1
100359296,Grover,Bayless,X,M,grover.bayless@yahoo.com,8083803891,Laupahoehoe,Hawaii,56836,578084,Appliances,483.5,2,483.5,Easypay,canceled,1
100359308,Grover,Bayless,X,M,grover.bayless@yahoo.com,8083803891,Laupahoehoe,Hawaii,56836,578084,Appliances,483.5,2,483.5,Easypay,canceled,1
100354683,Albertina,Bensen,U,F,albertina.bensen@gmail.com,3073084981,Glendo,Platte,60125,688994,Men's Fashion,170.0,3,340.0,Payaxis,canceled,1
100354683,Albertina,Bensen,U,F,albertina.bensen@gmail.com,3073084981,Glendo,Platte,60125,688994,Men's Fashion,170.0,2,170.0,Payaxis,canceled,1
100355124,Albertina,Bensen,U,F,albertina.bensen@gmail.com,3073084981,Glendo,Platte,60125,688994,Men's Fashion,170.0,3,340.0,Payaxis,order_refunded,1
100355124,Albertina,Bensen,U,F,albertina.bensen@gmail.com,3073084981,Glendo,Platte,60125,688994,Men's Fashion,170.0,2,170.0,Payaxis,order_refunded,1
100354685,Drema,Galle,T,F,drema.galle@gmail.com,2293647348,Farmington,Oconee,51286,167242,Mobiles & Tablets,3139.2,2,3139.2,Payaxis,canceled,-1
100354686,Sheryll,Newsome,U,F,sheryll.newsome@gmail.com,4238951341,Nashville,Davidson,60126,535212,Computing,315.2,2,315.2,cod,order_refunded,1
100354849,Sheryll,Newsome,U,F,sheryll.newsome@gmail.com,4238951341,Nashville,Davidson,60126,535212,Men's Fashion,149.9,2,149.9,cod,order_refunded,1
100358459,Sheryll,Newsome,U,F,sheryll.newsome@gmail.com,4238951341,Nashville,Davidson,60126,535212,Computing,315.2,2,315.2,cod,order_refunded,1
100354687,Bernard,Dewald,K,M,bernard.dewald@hotmail.co.uk,4015358490,Warwick,Kent,60127,536652,Home & Living,2900.0,2,2900.0,Payaxis,order_refunded,-1
100356322,Bernard,Dewald,K,M,bernard.dewald@hotmail.co.uk,4015358490,Warwick,Kent,60127,536652,Mobiles & Tablets,1000.0,2,1000.0,Payaxis,canceled,1
100354688,Hilario,Brammer,W,M,hilario.brammer@hotmail.com,2394629760,Sarasota,Sarasota,60128,300941,Mobiles & Tablets,35.0,2,35.0,cod,order_refunded,1
100354689,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,265.0,3,530.0,Payaxis,complete,1
100354689,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,129.0,2,129.0,Payaxis,complete,1
100354690,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,49.9,2,49.9,Payaxis,canceled,1
100354692,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,35.0,2,35.0,Payaxis,canceled,1
100354693,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,35.0,4,105.0,Payaxis,canceled,1
100354691,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,115.0,4,345.0,Payaxis,complete,1
100354694,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Mobiles & Tablets,500.0,2,500.0,Payaxis,canceled,1
100356697,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,160.0,2,160.0,Payaxis,canceled,1
100356698,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,315.0,2,315.0,Payaxis,canceled,1
100359748,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,156.0,3,312.0,Payaxis,canceled,1
100361029,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,156.0,2,156.0,Payaxis,canceled,1
100375675,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,325.0,2,325.0,Payaxis,canceled,1
100375676,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,325.0,2,325.0,Payaxis,canceled,1
100375677,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,325.0,2,325.0,Payaxis,canceled,1
100375680,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,325.0,2,325.0,Payaxis,canceled,1
100375681,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,325.0,2,325.0,Payaxis,canceled,1
100375682,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Women's Fashion,379.8,2,379.8,Payaxis,canceled,1
100375683,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,99.8,2,99.8,Payaxis,canceled,1
100375684,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,196.0,2,196.0,Payaxis,canceled,1
100375685,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,196.0,2,196.0,Payaxis,canceled,1
100375686,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,196.0,2,196.0,Payaxis,canceled,1
100375687,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,196.0,2,196.0,Payaxis,canceled,1
100375688,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,99.8,2,99.8,Payaxis,canceled,1
100401731,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,325.0,3,650.0,Payaxis,canceled,1
100401754,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,69.9,2,69.9,Payaxis,canceled,1
100401763,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,325.0,3,650.0,Payaxis,canceled,1
100401779,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,325.0,3,650.0,Payaxis,canceled,1
100401799,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,259.9,2,259.9,Payaxis,canceled,1
100401814,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,325.0,2,325.0,Payaxis,canceled,1
100401824,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,325.0,3,650.0,Payaxis,canceled,1
100401837,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,196.0,2,196.0,Payaxis,canceled,1
100401881,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,285.0,2,285.0,Payaxis,canceled,1
100401890,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,285.0,2,285.0,Payaxis,canceled,1
100401901,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,285.0,2,285.0,Payaxis,canceled,1
100441393,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Appliances,2625.0,2,2625.0,Payaxis,canceled,-1
100533723,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,299.9,2,299.9,Payaxis,canceled,1
100533724,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,299.9,2,299.9,Payaxis,canceled,1
100533726,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,299.9,2,299.9,Payaxis,canceled,1
100533727,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,299.9,2,299.9,Payaxis,canceled,1
100533729,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,1600.0,2,1600.0,Payaxis,canceled,1
100533733,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,59.9,2,59.9,Payaxis,canceled,1
100533735,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,274.9,2,274.9,Payaxis,canceled,1
100533739,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,39.9,2,39.9,Payaxis,canceled,1
100560796,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,39.8,1,0.0,Payaxis,canceled,1
100560807,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,99.9,1,0.0,Payaxis,canceled,1
100560817,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,99.9,1,0.0,Payaxis,canceled,1
100560829,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,99.9,1,0.0,Payaxis,canceled,1
100560841,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,2174050048,Brownstown,Fayette,56449,849200,Men's Fashion,119.8,2,119.8,Payaxis,canceled,1
100354695,Robbie,Dinapoli,U,M,robbie.dinapoli@yahoo.com,2709447436,Mill Springs,Wayne,60129,313357,Men's Fashion,29.9,2,29.9,cod,order_refunded,1
100354696,Rachell,Murguia,X,F,rachell.murguia@hotmail.com,2172349165,Brighton,Jersey,60130,304702,Mobiles & Tablets,64.5,2,64.5,cod,canceled,1
100354697,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,29.9,2,29.9,jazzwallet,received,1
100354697,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,28.8,2,28.8,jazzwallet,received,1
100354697,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,71.5,2,71.5,jazzwallet,received,1
100356581,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,13.0,3,21.803,jazzwallet,canceled,1
100356581,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,25.0,2,20.964,jazzwallet,canceled,1
100356581,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,15.0,2,12.579,jazzwallet,canceled,1
100356581,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Mobiles & Tablets,19.9,2,16.688,jazzwallet,canceled,1
100356581,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,38.0,2,31.866,jazzwallet,canceled,1
100357280,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,15.0,2,15.0,jazzwallet,canceled,1
100357280,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Mobiles & Tablets,19.9,2,19.9,jazzwallet,canceled,1
100357280,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,13.0,2,13.0,jazzwallet,canceled,1
100357280,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,10.0,3,20.0,jazzwallet,canceled,1
100357280,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,16.0,2,16.0,jazzwallet,canceled,1
100357280,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,26.0,2,26.0,jazzwallet,canceled,1
100357282,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,15.0,2,15.0,jazzwallet,canceled,1
100357282,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Mobiles & Tablets,19.9,2,19.9,jazzwallet,canceled,1
100357282,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,10.0,3,20.0,jazzwallet,canceled,1
100357282,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,16.0,2,16.0,jazzwallet,canceled,1
100357282,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,21.5,2,21.5,jazzwallet,canceled,1
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Mobiles & Tablets,19.9,2,19.9,cod,received,1
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,10.0,2,10.0,cod,received,1
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,16.0,2,16.0,cod,received,1
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,21.5,2,21.5,cod,received,1
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,13.0,2,13.0,cod,received,1
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,26.0,2,26.0,cod,received,1
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,15.0,2,15.0,cod,received,1
100362846,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,75.0,2,75.0,Easypay_MA,complete,1
100362846,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Appliances,54.9,2,54.9,Easypay_MA,complete,1
100362846,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,10.0,2,10.0,Easypay_MA,complete,1
100383440,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,24.9,2,22.41,Easypay_MA,complete,1
100383440,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,129.9,2,116.91,Easypay_MA,complete,1
100445653,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,39.4,3,78.8,jazzwallet,complete,1
100445653,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,22.5,2,22.5,jazzwallet,complete,1
100468670,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,65.0,3,130.0,Easypay_MA,canceled,1
100468676,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,65.0,3,130.0,Easypay_MA,canceled,1
100468677,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,65.0,3,130.0,Easypay_MA,canceled,1
100471838,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,65.0,2,65.0,jazzwallet,canceled,1
100471838,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,22.5,3,45.0,jazzwallet,canceled,1
100471841,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,65.0,2,65.0,jazzwallet,received,1
100471841,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,22.5,2,22.5,jazzwallet,received,1
100471841,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,23.0,2,23.0,jazzwallet,received,1
100474919,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,65.0,4,135.0,jazzwallet,complete,1
100474919,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,20.0,11,200.0,jazzwallet,complete,1
100474919,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,25.0,9,200.0,jazzwallet,complete,-1
100474919,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Mobiles & Tablets,6.9,11,69.0,jazzwallet,complete,-1
100543324,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Health & Sports,62.5,2,62.5,Easypay_MA,received,1
100543324,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Men's Fashion,24.9,2,24.9,Easypay_MA,received,1
100545337,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Appliances,112.0,2,112.0,Easypay_MA,received,1
100545337,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Home & Living,16.8,2,16.8,Easypay_MA,received,1
100550770,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,4805184474,Phoenix,Maricopa,31655,852167,Mobiles & Tablets,99.9,2,99.9,Easypay_MA,order_refunded,1
100354699,Abe,Waymire,W,M,abe.waymire@yahoo.com,4792366862,Fort Smith,Sebastian,60131,189336,Women's Fashion,175.0,2,175.0,cod,complete,1
100354698,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Mobiles & Tablets,959.9,2,959.9,Payaxis,canceled,1
100359540,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Superstore,7.0,2,7.0,cod,order_refunded,1
100361957,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Superstore,7.0,2,7.0,cod,order_refunded,1
100370311,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Others,300.0,2,300.0,jazzvoucher,canceled,1
100370316,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Entertainment,2812.5,2,2812.5,Payaxis,canceled,-1
100370598,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Entertainment,1690.0,2,1690.0,Payaxis,canceled,1
100376828,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Women's Fashion,119.9,2,119.9,cod,order_refunded,1
