order_id,First Name,Last Name,Middle Initial,Gender,E-Mail,Phone No,City,County,cust_id,ref_num,category,price,quantity_ordered,total,payment_method,status
100354697,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,71.5,2,71.5,jazzwallet,received
100356581,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,13,3,21.803,jazzwallet,canceled
100356581,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,25,2,20.964,jazzwallet,canceled
100356581,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,15,2,12.579,jazzwallet,canceled
100356581,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Mobiles & Tablets,19.9,2,16.688,jazzwallet,canceled
100356581,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,38,2,31.866,jazzwallet,canceled
100357280,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,15,2,15,jazzwallet,canceled
100357280,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Mobiles & Tablets,19.9,2,19.9,jazzwallet,canceled
100357280,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,13,2,13,jazzwallet,canceled
100357280,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,10,3,20,jazzwallet,canceled
100357280,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,16,2,16,jazzwallet,canceled
100357280,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,26,2,26,jazzwallet,canceled
100357282,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,15,2,15,jazzwallet,canceled
100357282,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Mobiles & Tablets,19.9,2,19.9,jazzwallet,canceled
100357282,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,10,3,20,jazzwallet,canceled
100357282,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,16,2,16,jazzwallet,canceled
100357282,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,21.5,2,21.5,jazzwallet,canceled
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Mobiles & Tablets,19.9,2,19.9,cod,received
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,10,2,10,cod,received
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,16,2,16,cod,received
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,21.5,2,21.5,cod,received
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,13,2,13,cod,received
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,26,2,26,cod,received
100357662,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,15,2,15,cod,received
100362846,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,75,2,75,Easypay_MA,complete
100362846,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Appliances,54.9,2,54.9,Easypay_MA,complete
100362846,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Beauty & Grooming,10,2,10,Easypay_MA,complete
100383440,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,24.9,2,22.41,Easypay_MA,complete
100383440,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,24.9,2,22.41,Easypay_MA,complete
100383440,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,129.9,2,116.91,Easypay_MA,complete
100445653,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,39.4,3,78.8,jazzwallet,complete
100445653,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,22.5,2,22.5,jazzwallet,complete
100468670,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,65,3,130,Easypay_MA,canceled
100468676,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,65,3,130,Easypay_MA,canceled
100468677,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,65,3,130,Easypay_MA,canceled
100471838,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,65,2,65,jazzwallet,canceled
100471838,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,22.5,3,45,jazzwallet,canceled
100471841,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,65,2,65,jazzwallet,received
100471841,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,22.5,2,22.5,jazzwallet,received
100471841,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,23,2,23,jazzwallet,received
100474919,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,65,4,135,jazzwallet,complete
100474919,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,20,11,200,jazzwallet,complete
100474919,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,25,9,200,jazzwallet,complete
100474919,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Mobiles & Tablets,6.9,11,69,jazzwallet,complete
100543324,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Health & Sports,62.5,2,62.5,Easypay_MA,received
100543324,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,24.9,2,24.9,Easypay_MA,received
100543324,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,24.9,2,24.9,Easypay_MA,received
100545337,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Appliances,112,2,112,Easypay_MA,received
100545337,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Home & Living,16.8,2,16.8,Easypay_MA,received
100550770,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Mobiles & Tablets,99.9,2,99.9,Easypay_MA,order_refunded
100354699,Abe,Waymire,W,M,abe.waymire@yahoo.com,479-236-6862,Fort Smith,Sebastian,60131,189336,Women's Fashion,175,2,175,cod,complete
100354698,Lenny,Blount,X,M,lenny.blount@apple.com,228-450-0931,Drew,Sunflower,15106,503495,Mobiles & Tablets,959.9,2,959.9,Payaxis,canceled
100359540,Lenny,Blount,X,M,lenny.blount@apple.com,228-450-0931,Drew,Sunflower,15106,503495,Superstore,7,2,7,cod,order_refunded
100361957,Lenny,Blount,X,M,lenny.blount@apple.com,228-450-0931,Drew,Sunflower,15106,503495,Superstore,7,2,7,cod,order_refunded
100370311,Lenny,Blount,X,M,lenny.blount@apple.com,228-450-0931,Drew,Sunflower,15106,503495,Others,300,2,300,jazzvoucher,canceled
100370316,Lenny,Blount,X,M,lenny.blount@apple.com,228-450-0931,Drew,Sunflower,15106,503495,Entertainment,2812.5,2,2812.5,Payaxis,canceled
100370598,Lenny,Blount,X,M,lenny.blount@apple.com,228-450-0931,Drew,Sunflower,15106,503495,Entertainment,1690,2,1690,Payaxis,canceled
100376828,Lenny,Blount,X,M,lenny.blount@apple.com,228-450-0931,Drew,Sunflower,15106,503495,Women's Fashion,119.9,2,119.9,cod,order_refunded
100383230,Lenny,Blount,X,M,lenny.blount@apple.com,228-450-0931,Drew,Sunflower,15106,503495,Women's Fashion,140,2,126,Easypay_MA,canceled
100383230,Lenny,Blount,X,M,lenny.blount@apple.com,228-450-0931,Drew,Sunflower,15106,503495,Women's Fashion,125,2,112.5,Easypay_MA,canceled
